Name,Full Path,Size,Allocated,Files,Folders,% of Parent (Allocated),Last Modified,Last Accessed,Owner,Type,Dir Level (Relative)
Titan_summary_92.psd,D:\FileServer\Legal\Falcon850\Templates\Titan_summary_92.psd,572.3 MB,572.3 MB,1,0,38.9 %,01/17/2016,09/19/2017,CORP\administrator,PSD File,4
Orbit_plan_885.vsdx,D:\FileServer\Legal\Falcon850\Templates\Orbit_plan_885.vsdx,89.6 KB,92.0 KB,1,0,0.0 %,04/10/2018,06/07/2019,CORP\dmiller,VSDX File,4
Orbit186,D:\FileServer\Legal\Orbit186\,29.7 GB,29.7 GB,54,4,18.5 %,02/16/2023,02/08/2025,CORP\svc_backup,File Folder,2
Catalyst_Q4_174.accdb,D:\FileServer\Legal\Orbit186\Catalyst_Q4_174.accdb,780.7 MB,780.7 MB,1,0,2.6 %,11/25/2016,04/16/2017,CORP\tnguyen,Access Database,3
Quantum_export_505.txt,D:\FileServer\Legal\Orbit186\Quantum_export_505.txt,32.6 KB,36.0 KB,1,0,0.0 %,11/15/2016,02/03/2018,CORP\tnguyen,Text File,3
Vertex_budget_496.xlsx,D:\FileServer\Legal\Orbit186\Vertex_budget_496.xlsx,11.6 MB,11.6 MB,1,0,0.0 %,10/27/2017,07/06/2018,CORP\lokafor,XLSX File,3
Catalyst_notes_469.pdf,D:\FileServer\Legal\Orbit186\Catalyst_notes_469.pdf,8.7 MB,8.7 MB,1,0,0.0 %,06/01/2018,06/07/2018,CORP\dmiller,PDF File,3
Atlas_review_824.dwg,D:\FileServer\Legal\Orbit186\Atlas_review_824.dwg,56.6 MB,56.6 MB,1,0,0.2 %,10/03/2018,12/17/2019,CORP\administrator,DWG File,3
Falcon_budget_329.json,D:\FileServer\Legal\Orbit186\Falcon_budget_329.json,1.6 MB,1.6 MB,1,0,0.0 %,05/16/2020,04/02/2021,CORP\achen,JSON File,3
Shared,D:\FileServer\Legal\Orbit186\Shared\,16.5 GB,16.5 GB,11,0,55.4 %,04/08/2018,03/30/2023,CORP\lokafor,File Folder,3
Orbit_data_334.vsdx,D:\FileServer\Legal\Orbit186\Shared\Orbit_data_334.vsdx,1.2 MB,1.2 MB,1,0,0.0 %,02/27/2024,04/04/2025,CORP\kpatel,VSDX File,4
Titan_proposal_205.xml,D:\FileServer\Legal\Orbit186\Shared\Titan_proposal_205.xml,8.7 MB,8.7 MB,1,0,0.1 %,01/06/2017,12/05/2018,CORP\svc_backup,XML File,4
Apollo_Q2_966.sql,D:\FileServer\Legal\Orbit186\Shared\Apollo_Q2_966.sql,26.8 MB,26.8 MB,1,0,0.2 %,12/01/2019,09/24/2020,CORP\mwilson,SQL File,4
Pulse_Q1_690.bak,D:\FileServer\Legal\Orbit186\Shared\Pulse_Q1_690.bak,4.6 GB,4.6 GB,1,0,27.7 %,05/25/2018,01/27/2019,CORP\tnguyen,BAK File,4
Beacon_final_733.msg,D:\FileServer\Legal\Orbit186\Shared\Beacon_final_733.msg,1.6 MB,1.6 MB,1,0,0.0 %,03/25/2019,06/08/2019,CORP\lokafor,MSG File,4
Catalyst_Q3_597.vsdx,D:\FileServer\Legal\Orbit186\Shared\Catalyst_Q3_597.vsdx,2.2 MB,2.2 MB,1,0,0.0 %,09/06/2020,08/15/2022,CORP\dmiller,VSDX File,4
Pioneer_report_810.psd,D:\FileServer\Legal\Orbit186\Shared\Pioneer_report_810.psd,723.2 MB,723.2 MB,1,0,4.3 %,01/15/2025,12/31/2025,CORP\administrator,PSD File,4
Beacon_v1_112.tif,D:\FileServer\Legal\Orbit186\Shared\Beacon_v1_112.tif,64.0 MB,64.0 MB,1,0,0.4 %,05/17/2022,03/27/2024,CORP\kpatel,TIF File,4
Falcon_report_577.pst,D:\FileServer\Legal\Orbit186\Shared\Falcon_report_577.pst,11.1 GB,11.1 GB,1,0,67.2 %,10/30/2025,12/31/2025,CORP\mwilson,Outlook Data File,4
Apollo_v2_265.png,D:\FileServer\Legal\Orbit186\Shared\Apollo_v2_265.png,4.1 MB,4.1 MB,1,0,0.0 %,05/18/2023,10/30/2024,CORP\svc_backup,PNG File,4
Catalyst_proposal_227.log,D:\FileServer\Legal\Orbit186\Shared\Catalyst_proposal_227.log,23.9 MB,23.9 MB,1,0,0.1 %,05/22/2019,09/07/2020,CORP\administrator,Log File,4
Working,D:\FileServer\Legal\Orbit186\Working\,9.0 GB,9.0 GB,16,0,30.4 %,08/11/2020,09/09/2016,CORP\kpatel,File Folder,3
Horizon_v2_303.msg,D:\FileServer\Legal\Orbit186\Working\Horizon_v2_303.msg,1.9 MB,1.9 MB,1,0,0.0 %,10/14/2025,12/31/2025,CORP\mwilson,MSG File,4
Pulse_final_357.mp4,D:\FileServer\Legal\Orbit186\Working\Pulse_final_357.mp4,1.4 GB,1.4 GB,1,0,15.2 %,02/09/2020,09/07/2020,CORP\svc_backup,MP4 File,4
2021,D:\FileServer\Legal\Orbit186\2021\,1.9 GB,1.9 GB,9,0,6.3 %,11/27/2018,05/04/2020,CORP\mwilson,File Folder,3
Summit_Q2_327.xlsx,D:\FileServer\Legal\Orbit186\2021\Summit_Q2_327.xlsx,9.6 MB,9.6 MB,1,0,0.5 %,07/03/2015,06/29/2017,CORP\mwilson,XLSX File,4
Apollo_plan_664.pdf,D:\FileServer\Legal\Orbit186\2021\Apollo_plan_664.pdf,10.6 MB,10.6 MB,1,0,0.6 %,06/05/2025,12/31/2025,CORP\rgarcia,PDF File,4
Pioneer_draft_566.csv,D:\FileServer\Legal\Orbit186\2021\Pioneer_draft_566.csv,42.4 MB,42.4 MB,1,0,2.2 %,04/12/2021,06/22/2022,CORP\lokafor,CSV File,4
Nimbus_review_645.csv,D:\FileServer\Legal\Orbit186\2021\Nimbus_review_645.csv,23.9 MB,23.9 MB,1,0,1.3 %,03/08/2022,01/10/2024,CORP\dmiller,CSV File,4
Vertex_summary_756.json,D:\FileServer\Legal\Orbit186\2021\Vertex_summary_756.json,1.6 MB,1.6 MB,1,0,0.1 %,01/16/2020,09/13/2021,CORP\dmiller,JSON File,4
Vertex_summary_722.jpg,D:\FileServer\Legal\Orbit186\2021\Vertex_summary_722.jpg,1.7 MB,1.7 MB,1,0,0.1 %,02/14/2018,03/25/2020,CORP\mwilson,JPG File,4
Catalyst_v2_819.dat,D:\FileServer\Legal\Orbit186\2021\Catalyst_v2_819.dat,47.9 MB,47.9 MB,1,0,2.5 %,02/07/2019,01/06/2020,CORP\rgarcia,DAT File,4
Horizon_v2_269.accdb,D:\FileServer\Legal\Orbit186\2021\Horizon_v2_269.accdb,1.7 GB,1.7 GB,1,0,92.7 %,06/27/2020,12/19/2021,CORP\kpatel,Access Database,4
Catalyst_review_626.vsdx,D:\FileServer\Legal\Orbit186\2021\Catalyst_review_626.vsdx,2.4 MB,2.4 MB,1,0,0.1 %,04/12/2016,04/03/2017,CORP\kpatel,VSDX File,4
Exports,D:\FileServer\Legal\Orbit186\Exports\,1.5 GB,1.5 GB,12,0,5.2 %,02/19/2020,12/03/2021,CORP\achen,File Folder,3
Summit_budget_941.json,D:\FileServer\Legal\Orbit186\Exports\Summit_budget_941.json,4.7 MB,4.7 MB,1,0,0.3 %,12/14/2015,11/01/2017,CORP\achen,JSON File,4
Atlas_v2_245.mp4,D:\FileServer\Legal\Orbit186\Exports\Atlas_v2_245.mp4,480.9 MB,480.9 MB,1,0,30.6 %,01/19/2017,02/05/2018,CORP\achen,MP4 File,4
Pioneer_review_429.json,D:\FileServer\Legal\Orbit186\Exports\Pioneer_review_429.json,1.1 MB,1.1 MB,1,0,0.1 %,06/12/2021,07/09/2022,CORP\dmiller,JSON File,4
Falcon_Q3_651.dat,D:\FileServer\Legal\Orbit186\Exports\Falcon_Q3_651.dat,177.5 MB,177.5 MB,1,0,11.3 %,04/22/2025,12/31/2025,CORP\achen,DAT File,4
Pioneer_draft_502.mp4,D:\FileServer\Legal\Orbit186\Exports\Pioneer_draft_502.mp4,576.6 MB,576.6 MB,1,0,36.7 %,02/05/2017,12/24/2017,CORP\lokafor,MP4 File,4
Catalyst_report_887.psd,D:\FileServer\Legal\Orbit186\Exports\Catalyst_report_887.psd,14.6 MB,14.6 MB,1,0,0.9 %,06/07/2020,10/24/2020,CORP\rgarcia,PSD File,4
Pulse_review_987.dat,D:\FileServer\Legal\Orbit186\Exports\Pulse_review_987.dat,129.4 MB,129.4 MB,1,0,8.2 %,04/28/2022,09/16/2023,CORP\dmiller,DAT File,4
Beacon_Q3_426.sql,D:\FileServer\Legal\Orbit186\Exports\Beacon_Q3_426.sql,56.8 MB,56.8 MB,1,0,3.6 %,06/24/2020,12/12/2020,CORP\mwilson,SQL File,4
Catalyst_summary_815.tif,D:\FileServer\Legal\Orbit186\Exports\Catalyst_summary_815.tif,56.9 MB,56.9 MB,1,0,3.6 %,04/11/2018,05/14/2018,CORP\tnguyen,TIF File,4
Nimbus_minutes_296.csv,D:\FileServer\Legal\Orbit186\Exports\Nimbus_minutes_296.csv,58.5 MB,58.5 MB,1,0,3.7 %,05/05/2021,06/04/2023,CORP\lokafor,CSV File,4
Pioneer_Q4_116.xml,D:\FileServer\Legal\Orbit186\Exports\Pioneer_Q4_116.xml,1.8 MB,1.8 MB,1,0,0.1 %,01/02/2018,03/05/2020,CORP\svc_backup,XML File,4
Pulse_spec_556.tif,D:\FileServer\Legal\Orbit186\Exports\Pulse_spec_556.tif,11.1 MB,11.1 MB,1,0,0.7 %,07/10/2023,07/15/2025,CORP\lokafor,TIF File,4
Pioneer323,D:\FileServer\Legal\Pioneer323\,27.8 GB,27.8 GB,25,2,17.3 %,10/08/2019,02/24/2016,CORP\rgarcia,File Folder,2
Pulse_report_461.zip,D:\FileServer\Legal\Pioneer323\Pulse_report_461.zip,357.0 MB,357.0 MB,1,0,1.3 %,09/01/2024,11/29/2024,CORP\lokafor,ZIP File,3
Pulse_v2_795.png,D:\FileServer\Legal\Pioneer323\Pulse_v2_795.png,1.7 MB,1.7 MB,1,0,0.0 %,02/03/2024,12/31/2025,CORP\administrator,PNG File,3
Summit_spec_882.sql,D:\FileServer\Legal\Pioneer323\Summit_spec_882.sql,78.1 MB,78.1 MB,1,0,0.3 %,02/04/2022,04/18/2023,CORP\achen,SQL File,3
Catalyst_final_804.jpg,D:\FileServer\Legal\Pioneer323\Catalyst_final_804.jpg,6.6 MB,6.6 MB,1,0,0.0 %,04/27/2017,06/26/2017,CORP\administrator,JPG File,3
Atlas_minutes_288.json,D:\FileServer\Legal\Pioneer323\Atlas_minutes_288.json,4.3 MB,4.3 MB,1,0,0.0 %,11/20/2016,10/17/2017,CORP\tnguyen,JSON File,3
Quantum_proposal_274.iso,D:\FileServer\Legal\Pioneer323\Quantum_proposal_274.iso,6.8 GB,6.8 GB,1,0,24.5 %,01/26/2016,06/12/2016,CORP\dmiller,Disc Image File,3
Apollo_export_888.pst,D:\FileServer\Legal\Pioneer323\Apollo_export_888.pst,7.5 GB,7.5 GB,1,0,27.1 %,10/19/2017,03/17/2018,CORP\kpatel,Outlook Data File,3
Templates,D:\FileServer\Legal\Pioneer323\Templates\,10.1 GB,10.1 GB,15,0,36.3 %,06/17/2024,08/01/2022,CORP\dmiller,File Folder,3
Falcon_proposal_648.zip,D:\FileServer\Legal\Pioneer323\Templates\Falcon_proposal_648.zip,643.0 MB,643.0 MB,1,0,6.2 %,08/24/2019,09/11/2020,CORP\lokafor,ZIP File,4
Titan_v1_413.iso,D:\FileServer\Legal\Pioneer323\Templates\Titan_v1_413.iso,3.1 GB,3.1 GB,1,0,30.7 %,10/16/2022,10/28/2023,CORP\lokafor,Disc Image File,4
Horizon_plan_596.pptx,D:\FileServer\Legal\Pioneer323\Templates\Horizon_plan_596.pptx,55.8 MB,55.8 MB,1,0,0.5 %,09/06/2023,09/25/2025,CORP\mwilson,PPTX File,4
Summit_Q2_651.accdb,D:\FileServer\Legal\Pioneer323\Templates\Summit_Q2_651.accdb,1.4 GB,1.4 GB,1,0,13.8 %,01/07/2019,03/12/2019,CORP\svc_backup,Access Database,4
Vertex_notes_992.msg,D:\FileServer\Legal\Pioneer323\Templates\Vertex_notes_992.msg,1.7 MB,1.7 MB,1,0,0.0 %,05/17/2017,10/05/2018,CORP\tnguyen,MSG File,4
Atlas_budget_346.dat,D:\FileServer\Legal\Pioneer323\Templates\Atlas_budget_346.dat,148.0 MB,148.0 MB,1,0,1.4 %,06/18/2016,01/18/2018,CORP\lokafor,DAT File,4
Orbit_plan_916.accdb,D:\FileServer\Legal\Pioneer323\Templates\Orbit_plan_916.accdb,1.5 GB,1.5 GB,1,0,15.1 %,07/18/2015,09/03/2015,CORP\mwilson,Access Database,4
Beacon_Q2_17.pdf,D:\FileServer\Legal\Pioneer323\Templates\Beacon_Q2_17.pdf,10.2 MB,10.2 MB,1,0,0.1 %,12/13/2019,03/24/2021,CORP\jsmith,PDF File,4
Vertex_notes_706.txt,D:\FileServer\Legal\Pioneer323\Templates\Vertex_notes_706.txt,451.9 KB,452.0 KB,1,0,0.0 %,04/16/2022,02/19/2023,CORP\achen,Text File,4
Exports,D:\FileServer\Legal\Pioneer323\Exports\,2.9 GB,2.9 GB,3,0,10.5 %,06/17/2025,10/30/2024,CORP\tnguyen,File Folder,3
Beacon_spec_257.xlsx,D:\FileServer\Legal\Pioneer323\Exports\Beacon_spec_257.xlsx,11.9 MB,11.9 MB,1,0,0.4 %,06/14/2022,04/08/2024,CORP\achen,XLSX File,4
Apollo_review_641.mp4,D:\FileServer\Legal\Pioneer323\Exports\Apollo_review_641.mp4,2.9 GB,2.9 GB,1,0,99.6 %,11/04/2022,12/16/2024,CORP\rgarcia,MP4 File,4
Vertex_v1_721.pdf,D:\FileServer\Legal\Pioneer323\Exports\Vertex_v1_721.pdf,120.0 KB,124.0 KB,1,0,0.0 %,05/24/2017,09/24/2018,CORP\mwilson,PDF File,4
Operations,D:\FileServer\Operations\,18.1 GB,18.1 GB,46,7,2.2 %,06/27/2016,08/28/2021,CORP\rgarcia,File Folder,1
Beacon_Q2_10.pptx,D:\FileServer\Operations\Beacon_Q2_10.pptx,44.7 MB,44.7 MB,1,0,0.2 %,11/08/2018,03/11/2019,CORP\dmiller,PPTX File,2
Summit_final_490.xlsx,D:\FileServer\Operations\Summit_final_490.xlsx,7.3 MB,7.3 MB,1,0,0.0 %,04/19/2019,07/19/2019,CORP\mwilson,XLSX File,2
Titan_plan_377.mp4,D:\FileServer\Operations\Titan_plan_377.mp4,563.6 MB,563.6 MB,1,0,3.0 %,04/17/2019,06/17/2021,CORP\achen,MP4 File,2
Beacon_final_71.iso,D:\FileServer\Operations\Beacon_final_71.iso,2.3 GB,2.3 GB,1,0,13.0 %,11/04/2021,08/31/2023,CORP\achen,Disc Image File,2
Horizon_spec_740.jpg,D:\FileServer\Operations\Horizon_spec_740.jpg,5.1 MB,5.1 MB,1,0,0.0 %,05/23/2023,10/25/2023,CORP\dmiller,JPG File,2
Catalyst_Q2_881.jpg,D:\FileServer\Operations\Catalyst_Q2_881.jpg,788.3 KB,792.0 KB,1,0,0.0 %,01/20/2025,05/02/2025,CORP\achen,JPG File,2
Catalyst847,D:\FileServer\Operations\Catalyst847\,13.1 GB,13.1 GB,34,4,72.5 %,04/22/2019,12/10/2018,CORP\dmiller,File Folder,2
Orbit_final_254.zip,D:\FileServer\Operations\Catalyst847\Orbit_final_254.zip,660.2 MB,660.2 MB,1,0,4.9 %,12/12/2015,08/22/2016,CORP\svc_backup,ZIP File,3
Catalyst_budget_798.sql,D:\FileServer\Operations\Catalyst847\Catalyst_budget_798.sql,3.4 MB,3.4 MB,1,0,0.0 %,07/04/2024,12/31/2025,CORP\tnguyen,SQL File,3
Nimbus_Q4_622.iso,D:\FileServer\Operations\Catalyst847\Nimbus_Q4_622.iso,4.8 GB,4.8 GB,1,0,37.1 %,05/24/2019,03/21/2020,CORP\jsmith,Disc Image File,3
Orbit_data_507.vsdx,D:\FileServer\Operations\Catalyst847\Orbit_data_507.vsdx,500.9 KB,504.0 KB,1,0,0.0 %,09/14/2017,02/07/2019,CORP\administrator,VSDX File,3
Titan_Q4_911.pptx,D:\FileServer\Operations\Catalyst847\Titan_Q4_911.pptx,23.3 MB,23.3 MB,1,0,0.2 %,06/22/2025,12/31/2025,CORP\achen,PPTX File,3
Vertex_proposal_431.psd,D:\FileServer\Operations\Catalyst847\Vertex_proposal_431.psd,564.2 MB,564.2 MB,1,0,4.2 %,08/29/2022,02/21/2023,CORP\lokafor,PSD File,3
Orbit_v1_18.xml,D:\FileServer\Operations\Catalyst847\Orbit_v1_18.xml,1.1 MB,1.1 MB,1,0,0.0 %,02/26/2015,11/21/2015,CORP\rgarcia,XML File,3
Apollo_report_972.vsdx,D:\FileServer\Operations\Catalyst847\Apollo_report_972.vsdx,2.1 MB,2.1 MB,1,0,0.0 %,03/19/2018,12/22/2019,CORP\svc_backup,VSDX File,3
Old,D:\FileServer\Operations\Catalyst847\Old\,328.6 MB,328.6 MB,12,0,2.5 %,11/14/2022,07/06/2019,CORP\mwilson,File Folder,3
Pioneer_minutes_631.txt,D:\FileServer\Operations\Catalyst847\Old\Pioneer_minutes_631.txt,142.3 KB,144.0 KB,1,0,0.0 %,12/09/2015,10/21/2016,CORP\mwilson,Text File,4
Pioneer_notes_998.txt,D:\FileServer\Operations\Catalyst847\Old\Pioneer_notes_998.txt,274.8 KB,276.0 KB,1,0,0.1 %,08/31/2018,10/05/2019,CORP\administrator,Text File,4
Beacon_v1_318.sql,D:\FileServer\Operations\Catalyst847\Old\Beacon_v1_318.sql,56.0 MB,56.0 MB,1,0,17.0 %,03/09/2023,11/08/2023,CORP\jsmith,SQL File,4
Nimbus_v1_947.msg,D:\FileServer\Operations\Catalyst847\Old\Nimbus_v1_947.msg,247.3 KB,248.0 KB,1,0,0.1 %,02/01/2020,10/19/2021,CORP\administrator,MSG File,4
Apollo_budget_683.py,D:\FileServer\Operations\Catalyst847\Old\Apollo_budget_683.py,168.7 KB,172.0 KB,1,0,0.1 %,04/22/2023,10/18/2023,CORP\mwilson,Python File,4
Apollo_final_719.pptx,D:\FileServer\Operations\Catalyst847\Old\Apollo_final_719.pptx,10.7 MB,10.7 MB,1,0,3.2 %,07/26/2020,07/16/2021,CORP\svc_backup,PPTX File,4
Pioneer_export_171.psd,D:\FileServer\Operations\Catalyst847\Old\Pioneer_export_171.psd,134.7 MB,134.7 MB,1,0,41.0 %,05/30/2023,08/06/2025,CORP\tnguyen,PSD File,4
Summit_v2_790.pptx,D:\FileServer\Operations\Catalyst847\Old\Summit_v2_790.pptx,21.6 MB,21.6 MB,1,0,6.6 %,01/19/2024,04/02/2025,CORP\tnguyen,PPTX File,4
Pioneer_v1_270.sql,D:\FileServer\Operations\Catalyst847\Old\Pioneer_v1_270.sql,73.8 MB,73.8 MB,1,0,22.5 %,01/14/2022,04/02/2022,CORP\lokafor,SQL File,4
Horizon_Q4_369.docx,D:\FileServer\Operations\Catalyst847\Old\Horizon_Q4_369.docx,4.0 MB,4.0 MB,1,0,1.2 %,08/20/2024,12/31/2025,CORP\achen,DOCX File,4
Atlas_draft_262.tif,D:\FileServer\Operations\Catalyst847\Old\Atlas_draft_262.tif,26.8 MB,26.8 MB,1,0,8.2 %,01/10/2025,12/31/2025,CORP\mwilson,TIF File,4
Nimbus_Q4_3.docx,D:\FileServer\Operations\Catalyst847\Old\Nimbus_Q4_3.docx,120.2 KB,124.0 KB,1,0,0.0 %,09/28/2017,11/14/2017,CORP\lokafor,DOCX File,4
Shared,D:\FileServer\Operations\Catalyst847\Shared\,1.9 GB,1.9 GB,4,0,14.5 %,04/18/2019,04/27/2025,CORP\achen,File Folder,3
Pulse_report_567.sql,D:\FileServer\Operations\Catalyst847\Shared\Pulse_report_567.sql,94.8 MB,94.8 MB,1,0,4.9 %,05/09/2022,07/12/2023,CORP\rgarcia,SQL File,4
Atlas_data_427.py,D:\FileServer\Operations\Catalyst847\Shared\Atlas_data_427.py,82.1 KB,84.0 KB,1,0,0.0 %,01/16/2018,04/05/2018,CORP\administrator,Python File,4
Atlas_v2_515.accdb,D:\FileServer\Operations\Catalyst847\Shared\Atlas_v2_515.accdb,1.8 GB,1.8 GB,1,0,95.1 %,08/04/2015,02/03/2016,CORP\rgarcia,Access Database,4
Orbit_Q4_48.vsdx,D:\FileServer\Operations\Catalyst847\Shared\Orbit_Q4_48.vsdx,321.4 KB,324.0 KB,1,0,0.0 %,11/01/2024,12/31/2025,CORP\tnguyen,VSDX File,4
Templates,D:\FileServer\Operations\Catalyst847\Templates\,822.1 MB,822.1 MB,3,0,6.1 %,06/22/2024,06/26/2018,CORP\kpatel,File Folder,3
Pioneer_Q2_9.psd,D:\FileServer\Operations\Catalyst847\Templates\Pioneer_Q2_9.psd,210.3 MB,210.3 MB,1,0,25.6 %,04/09/2018,11/07/2019,CORP\tnguyen,PSD File,4
Summit_data_476.psd,D:\FileServer\Operations\Catalyst847\Templates\Summit_data_476.psd,610.7 MB,610.7 MB,1,0,74.3 %,11/24/2025,12/31/2025,CORP\rgarcia,PSD File,4
Summit_minutes_779.png,D:\FileServer\Operations\Catalyst847\Templates\Summit_minutes_779.png,1.2 MB,1.2 MB,1,0,0.1 %,01/27/2015,03/21/2016,CORP\jsmith,PNG File,4
Reports,D:\FileServer\Operations\Catalyst847\Reports\,4.0 GB,4.0 GB,7,0,30.5 %,01/27/2021,11/19/2018,CORP\jsmith,File Folder,3
Apollo_review_870.py,D:\FileServer\Operations\Catalyst847\Reports\Apollo_review_870.py,186.4 KB,188.0 KB,1,0,0.0 %,06/13/2018,09/27/2018,CORP\rgarcia,Python File,4
Pioneer_data_430.bak,D:\FileServer\Operations\Catalyst847\Reports\Pioneer_data_430.bak,3.8 GB,3.8 GB,1,0,96.5 %,11/27/2025,12/31/2025,CORP\tnguyen,BAK File,4
Titan_report_944.png,D:\FileServer\Operations\Catalyst847\Reports\Titan_report_944.png,4.2 MB,4.2 MB,1,0,0.1 %,08/19/2019,08/05/2021,CORP\kpatel,PNG File,4
Horizon_v1_595.pdf,D:\FileServer\Operations\Catalyst847\Reports\Horizon_v1_595.pdf,32.4 MB,32.4 MB,1,0,0.8 %,06/30/2016,04/13/2018,CORP\dmiller,PDF File,4
Titan_proposal_582.docx,D:\FileServer\Operations\Catalyst847\Reports\Titan_proposal_582.docx,3.5 MB,3.5 MB,1,0,0.1 %,06/06/2022,10/17/2022,CORP\rgarcia,DOCX File,4
Quantum_export_872.dwg,D:\FileServer\Operations\Catalyst847\Reports\Quantum_export_872.dwg,102.8 MB,102.8 MB,1,0,2.5 %,05/29/2019,05/15/2021,CORP\kpatel,DWG File,4
Atlas_Q2_279.png,D:\FileServer\Operations\Catalyst847\Reports\Atlas_Q2_279.png,631.4 KB,632.0 KB,1,0,0.0 %,07/31/2025,12/31/2025,CORP\achen,PNG File,4
Orbit888,D:\FileServer\Operations\Orbit888\,2.0 GB,2.0 GB,6,1,11.2 %,07/22/2021,03/22/2016,CORP\achen,File Folder,2
Falcon_Q2_478.dwg,D:\FileServer\Operations\Orbit888\Falcon_Q2_478.dwg,52.3 MB,52.3 MB,1,0,2.5 %,05/09/2016,11/08/2017,CORP\kpatel,DWG File,3
Orbit_notes_463.mp4,D:\FileServer\Operations\Orbit888\Orbit_notes_463.mp4,1.9 GB,1.9 GB,1,0,91.9 %,12/21/2017,04/22/2018,CORP\mwilson,MP4 File,3
Falcon_budget_847.sql,D:\FileServer\Operations\Orbit888\Falcon_budget_847.sql,89.2 MB,89.2 MB,1,0,4.3 %,10/07/2021,11/17/2021,CORP\rgarcia,SQL File,3
Pulse_plan_152.xlsx,D:\FileServer\Operations\Orbit888\Pulse_plan_152.xlsx,22.8 MB,22.8 MB,1,0,1.1 %,10/13/2017,10/12/2018,CORP\dmiller,XLSX File,3
2024,D:\FileServer\Operations\Orbit888\2024\,4.3 MB,4.3 MB,2,0,0.2 %,05/09/2018,12/01/2017,CORP\achen,File Folder,3
Vertex_Q2_570.py,D:\FileServer\Operations\Orbit888\2024\Vertex_Q2_570.py,141.0 KB,144.0 KB,1,0,3.2 %,10/20/2017,01/24/2018,CORP\lokafor,Python File,4
Titan_final_125.pptx,D:\FileServer\Operations\Orbit888\2024\Titan_final_125.pptx,4.1 MB,4.1 MB,1,0,96.8 %,04/24/2024,12/31/2025,CORP\rgarcia,PPTX File,4
Sales,D:\FileServer\Sales\,120.9 GB,120.9 GB,126,13,14.4 %,06/19/2016,03/22/2017,CORP\dmiller,File Folder,1
Beacon_v1_597.xml,D:\FileServer\Sales\Beacon_v1_597.xml,4.1 MB,4.1 MB,1,0,0.0 %,04/15/2025,06/30/2025,CORP\jsmith,XML File,2
Titan_notes_925.pst,D:\FileServer\Sales\Titan_notes_925.pst,575.2 MB,575.2 MB,1,0,0.5 %,02/24/2025,12/31/2025,CORP\mwilson,Outlook Data File,2
Apollo_Q2_52.csv,D:\FileServer\Sales\Apollo_Q2_52.csv,73.5 MB,73.5 MB,1,0,0.1 %,11/10/2019,11/20/2021,CORP\dmiller,CSV File,2
Horizon_summary_392.accdb,D:\FileServer\Sales\Horizon_summary_392.accdb,874.8 MB,874.8 MB,1,0,0.7 %,12/08/2016,12/05/2017,CORP\rgarcia,Access Database,2
Quantum386,D:\FileServer\Sales\Quantum386\,42.2 GB,42.2 GB,52,4,34.9 %,01/01/2020,11/27/2024,CORP\achen,File Folder,2
Catalyst_data_663.mp4,D:\FileServer\Sales\Quantum386\Catalyst_data_663.mp4,2.0 GB,2.0 GB,1,0,4.7 %,08/15/2019,02/28/2021,CORP\lokafor,MP4 File,3
Apollo_v1_287.vsdx,D:\FileServer\Sales\Quantum386\Apollo_v1_287.vsdx,601.2 KB,604.0 KB,1,0,0.0 %,09/14/2019,04/05/2020,CORP\svc_backup,VSDX File,3
Nimbus_minutes_814.pptx,D:\FileServer\Sales\Quantum386\Nimbus_minutes_814.pptx,24.7 MB,24.7 MB,1,0,0.1 %,10/08/2023,10/07/2025,CORP\kpatel,PPTX File,3
2022,D:\FileServer\Sales\Quantum386\2022\,6.1 GB,6.1 GB,20,0,14.4 %,10/06/2023,06/08/2020,CORP\kpatel,File Folder,3
Pioneer_plan_398.zip,D:\FileServer\Sales\Quantum386\2022\Pioneer_plan_398.zip,184.2 MB,184.2 MB,1,0,3.0 %,04/17/2015,03/08/2016,CORP\administrator,ZIP File,4
Nimbus_summary_918.tif,D:\FileServer\Sales\Quantum386\2022\Nimbus_summary_918.tif,72.4 MB,72.4 MB,1,0,1.2 %,08/28/2015,12/23/2016,CORP\svc_backup,TIF File,4
Atlas_proposal_239.csv,D:\FileServer\Sales\Quantum386\2022\Atlas_proposal_239.csv,12.8 MB,12.8 MB,1,0,0.2 %,10/12/2017,08/15/2019,CORP\rgarcia,CSV File,4
Quantum_minutes_836.py,D:\FileServer\Sales\Quantum386\2022\Quantum_minutes_836.py,14.5 KB,16.0 KB,1,0,0.0 %,07/27/2023,03/07/2024,CORP\administrator,Python File,4
Pulse_review_364.csv,D:\FileServer\Sales\Quantum386\2022\Pulse_review_364.csv,22.5 MB,22.5 MB,1,0,0.4 %,08/26/2017,04/24/2019,CORP\kpatel,CSV File,4
Orbit_spec_936.xml,D:\FileServer\Sales\Quantum386\2022\Orbit_spec_936.xml,462.6 KB,464.0 KB,1,0,0.0 %,11/21/2022,11/07/2024,CORP\kpatel,XML File,4
Catalyst_proposal_146.xml,D:\FileServer\Sales\Quantum386\2022\Catalyst_proposal_146.xml,3.0 MB,3.0 MB,1,0,0.0 %,05/20/2024,10/06/2025,CORP\svc_backup,XML File,4
Quantum_draft_503.docx,D:\FileServer\Sales\Quantum386\2022\Quantum_draft_503.docx,758.9 KB,760.0 KB,1,0,0.0 %,08/19/2015,04/13/2016,CORP\administrator,DOCX File,4
